trip_id,arrival_time,departure_time,stop_id,stop_sequence
T174,2025-03-03T08:09:44,2025-03-03T08:10:02,S030,7
T174,2025-03-03T08:14:45,2025-03-03T08:15:19,S029,8
T174,2025-03-03T08:19:03,2025-03-03T08:19:39,S028,9
T174,2025-03-03T08:22:46,2025-03-03T08:23:30,S027,10
T174,2025-03-03T08:27:49,2025-03-03T08:28:07,S026,11
T174,2025-03-03T08:31:20,2025-03-03T08:31:46,S025,12
T175,2025-03-03T08:03:00,2025-03-03T08:03:37,S025,1
T175,2025-03-03T08:08:18,2025-03-03T08:08:49,S026,2
T175,2025-03-03T08:12:49,2025-03-03T08:13:15,S027,3
T175,2025-03-03T08:18:06,2025-03-03T08:18:39,S028,4
T175,2025-03-03T08:23:53,2025-03-03T08:24:13,S029,5
T175,2025-03-03T08:27:59,2025-03-03T08:28:23,S030,6
T175,2025-03-03T08:31:50,2025-03-03T08:32:07,S031,7
T175,2025-03-03T08:35:32,2025-03-03T08:36:16,S032,8
T175,2025-03-03T08:40:36,2025-03-03T08:41:13,S033,9
T175,2025-03-03T08:44:34,2025-03-03T08:45:01,S034,10
T175,2025-03-03T08:48:15,2025-03-03T08:48:39,S035,11
T175,2025-03-03T08:52:23,2025-03-03T08:53:06,S036,12
T176,2025-03-03T08:23:00,2025-03-03T08:23:32,S036,1
T176,2025-03-03T08:27:09,2025-03-03T08:27:35,S035,2
T176,2025-03-03T08:31:33,2025-03-03T08:32:00,S034,3
T176,2025-03-03T08:36:53,2025-03-03T08:37:14,S033,4
T176,2025-03-03T08:40:50,2025-03-03T08:41:31,S032,5
T176,2025-03-03T08:46:35,2025-03-03T08:46:53,S031,6
T176,2025-03-03T08:51:53,2025-03-03T08:52:15,S030,7
T176,2025-03-03T08:57:07,2025-03-03T08:57:33,S029,8
T176,2025-03-03T09:01:46,2025-03-03T09:02:05,S028,9
T176,2025-03-03T09:05:39,2025-03-03T09:05:54,S027,10
T176,2025-03-03T09:10:35,2025-03-03T09:10:55,S026,11
T176,2025-03-03T09:16:22,2025-03-03T09:17:01,S025,12
T177,2025-03-03T08:39:00,2025-03-03T08:39:38,S025,1
T177,2025-03-03T08:44:08,2025-03-03T08:44:50,S026,2
T177,2025-03-03T08:50:04,2025-03-03T08:50:24,S027,3
T177,2025-03-03T08:55:02,2025-03-03T08:55:31,S028,4
T177,2025-03-03T09:00:30,2025-03-03T09:00:51,S029,5
T177,2025-03-03T09:05:15,2025-03-03T09:05:48,S030,6
T177,2025-03-03T09:11:05,2025-03-03T09:11:34,S031,7
T177,2025-03-03T09:15:14,2025-03-03T09:15:45,S032,8
T177,2025-03-03T09:19:31,2025-03-03T09:19:46,S033,9
T177,2025-03-03T09:24:34,2025-03-03T09:25:08,S034,10
T177,2025-03-03T09:30:15,2025-03-03T09:30:48,S035,11
T177,2025-03-03T09:35:19,2025-03-03T09:35:52,S036,12
T178,2025-03-03T09:03:00,2025-03-03T09:03:15,S036,1
T178,2025-03-03T09:07:24,2025-03-03T09:07:41,S035,2
T178,2025-03-03T09:11:40,2025-03-03T09:12:11,S034,3
T178,2025-03-03T09:16:11,2025-03-03T09:16:46,S033,4
T178,2025-03-03T09:21:36,2025-03-03T09:21:52,S032,5
T178,2025-03-03T09:25:06,2025-03-03T09:25:35,S031,6
T178,2025-03-03T09:29:10,2025-03-03T09:29:38,S030,7
T178,2025-03-03T09:34:47,2025-03-03T09:35:26,S029,8
T178,2025-03-03T09:39:32,2025-03-03T09:40:15,S028,9
T178,2025-03-03T09:44:13,2025-03-03T09:44:53,S027,10
T178,2025-03-03T09:49:49,2025-03-03T09:50:12,S026,11
T178,2025-03-03T09:54:31,2025-03-03T09:54:56,S025,12
T179,2025-03-03T09:19:00,2025-03-03T09:19:16,S025,1
T179,2025-03-03T09:22:51,2025-03-03T09:23:28,S026,2
T179,2025-03-03T09:28:01,2025-03-03T09:28:34,S027,3
T179,2025-03-03T09:32:33,2025-03-03T09:32:50,S028,4
T179,2025-03-03T09:37:45,2025-03-03T09:38:11,S029,5
T179,2025-03-03T09:41:49,2025-03-03T09:42:11,S030,6
T179,2025-03-03T09:46:34,2025-03-03T09:47:14,S031,7
T179,2025-03-03T09:51:27,2025-03-03T09:51:57,S032,8
T179,2025-03-03T09:56:12,2025-03-03T09:56:39,S033,9
T179,2025-03-03T09:59:57,2025-03-03T10:00:21,S034,10
T179,2025-03-03T10:04:03,2025-03-03T10:04:26,S035,11
T179,2025-03-03T10:09:26,2025-03-03T10:09:45,S036,12
T186,2025-03-03T07:02:00,2025-03-03T07:02:33,S048,1
T186,2025-03-03T07:06:12,2025-03-03T07:06:38,S047,2
T186,2025-03-03T07:10:44,2025-03-03T07:11:03,S046,3
T186,2025-03-03T07:15:33,2025-03-03T07:16:06,S045,4
T186,2025-03-03T07:20:41,2025-03-03T07:21:04,S044,5
T186,2025-03-03T07:25:21,2025-03-03T07:26:01,S043,6
T186,2025-03-03T07:30:16,2025-03-03T07:30:40,S042,7
T186,2025-03-03T07:34:36,2025-03-03T07:34:51,S041,8
T186,2025-03-03T07:38:43,2025-03-03T07:39:05,S040,9
T186,2025-03-03T07:42:18,2025-03-03T07:42:50,S039,10
T186,2025-03-03T07:46:09,2025-03-03T07:46:28,S038,11
T186,2025-03-03T07:51:19,2025-03-03T07:52:03,S037,12
T187,2025-03-03T07:18:00,2025-03-03T07:18:27,S037,1
T187,2025-03-03T07:23:45,2025-03-03T07:24:27,S038,2
T187,2025-03-03T07:28:50,2025-03-03T07:29:28,S039,3
T187,2025-03-03T07:34:41,2025-03-03T07:34:56,S040,4
T187,2025-03-03T07:40:19,2025-03-03T07:40:47,S041,5
T187,2025-03-03T07:45:24,2025-03-03T07:46:07,S042,6
T187,2025-03-03T07:49:56,2025-03-03T07:50:27,S043,7
T187,2025-03-03T07:54:45,2025-03-03T07:55:25,S044,8
T187,2025-03-03T07:59:08,2025-03-03T07:59:39,S045,9
T187,2025-03-03T08:03:47,2025-03-03T08:04:13,S046,10
T187,2025-03-03T08:09:48,2025-03-03T08:10:20,S047,11
T187,2025-03-03T08:15:52,2025-03-03T08:16:18,S048,12
T188,2025-03-03T07:40:00,2025-03-03T07:40:19,S048,1
T188,2025-03-03T07:44:15,2025-03-03T07:44:51,S047,2
T188,2025-03-03T07:49:18,2025-03-03T07:50:01,S046,3
T188,2025-03-03T07:53:45,2025-03-03T07:54:10,S045,4
T188,2025-03-03T07:57:17,2025-03-03T07:57:42,S044,5
T188,2025-03-03T08:02:16,2025-03-03T08:02:50,S043,6
T188,2025-03-03T08:08:11,2025-03-03T08:08:47,S042,7
T188,2025-03-03T08:13:50,2025-03-03T08:14:20,S041,8
T188,2025-03-03T08:19:02,2025-03-03T08:19:46,S040,9
T188,2025-03-03T08:23:41,2025-03-03T08:24:23,S039,10
T188,2025-03-03T08:29:41,2025-03-03T08:30:03,S038,11
T188,2025-03-03T08:35:21,2025-03-03T08:35:40,S037,12
T189,2025-03-03T08:01:00,2025-03-03T08:01:44,S037,1
T189,2025-03-03T08:05:57,2025-03-03T08:06:21,S038,2
T189,2025-03-03T08:10:39,2025-03-03T08:10:54,S039,3
T189,2025-03-03T08:14:50,2025-03-03T08:15:14,S040,4
T189,2025-03-03T08:18:29,2025-03-03T08:19:01,S041,5
T189,2025-03-03T08:23:32,2025-03-03T08:24:14,S042,6
T189,2025-03-03T08:29:49,2025-03-03T08:30:12,S043,7
T189,2025-03-03T08:33:22,2025-03-03T08:33:48,S044,8
T189,2025-03-03T08:38:41,2025-03-03T08:39:05,S045,9
T189,2025-03-03T08:43:01,2025-03-03T08:43:33,S046,10
T189,2025-03-03T08:49:02,2025-03-03T08:49:33,S047,11
T189,2025-03-03T08:54:04,2025-03-03T08:54:40,S048,12
T190,2025-03-03T08:18:00,2025-03-03T08:18:26,S048,1
T190,2025-03-03T08:21:48,2025-03-03T08:22:18,S047,2
T190,2025-03-03T08:26:45,2025-03-03T08:27:16,S046,3
T190,2025-03-03T08:31:19,2025-03-03T08:31:43,S045,4
T190,2025-03-03T08:35:46,2025-03-03T08:36:11,S044,5
T190,2025-03-03T08:41:19,2025-03-03T08:42:03,S043,6
T190,2025-03-03T08:46:02,2025-03-03T08:46:31,S042,7
T190,2025-03-03T08:50:29,2025-03-03T08:51:02,S041,8
T190,2025-03-03T08:55:34,2025-03-03T08:56:03,S040,9
T190,2025-03-03T09:00:50,2025-03-03T09:01:15,S039,10
T190,2025-03-03T09:05:33,2025-03-03T09:06:07,S038,11
T190,2025-03-03T09:11:12,2025-03-03T09:11:29,S037,12
T191,2025-03-03T08:42:00,2025-03-03T08:42:19,S037,1
T191,2025-03-03T08:47:46,2025-03-03T08:48:01,S038,2
T191,2025-03-03T08:51:17,2025-03-03T08:51:45,S039,3
T191,2025-03-03T08:56:48,2025-03-03T08:57:08,S040,4
T191,2025-03-03T09:01:24,2025-03-03T09:02:01,S041,5
T191,2025-03-03T09:05:13,2025-03-03T09:05:50,S042,6
T191,2025-03-03T09:10:59,2025-03-03T09:11:17,S043,7
T191,2025-03-03T09:16:45,2025-03-03T09:17:03,S044,8
T191,2025-03-03T09:22:33,2025-03-03T09:22:52,S045,9
T191,2025-03-03T09:26:00,2025-03-03T09:26:20,S046,10
T191,2025-03-03T09:30:31,2025-03-03T09:31:04,S047,11
T191,2025-03-03T09:34:19,2025-03-03T09:34:58,S048,12
T192,2025-03-03T08:58:00,2025-03-03T08:58:28,S048,1
T192,2025-03-03T09:02:36,2025-03-03T09:03:05,S047,2
T192,2025-03-03T09:07:20,2025-03-03T09:07:37,S046,3
T192,2025-03-03T09:11:08,2025-03-03T09:11:44,S045,4
T192,2025-03-03T09:16:34,2025-03-03T09:17:13,S044,5
T192,2025-03-03T09:21:36,2025-03-03T09:22:19,S043,6
T192,2025-03-03T09:26:17,2025-03-03T09:26:35,S042,7
T192,2025-03-03T09:31:14,2025-03-03T09:31:50,S041,8
T192,2025-03-03T09:36:14,2025-03-03T09:36:52,S040,9
T192,2025-03-03T09:41:17,2025-03-03T09:41:45,S039,10
T192,2025-03-03T09:46:13,2025-03-03T09:46:36,S038,11
T192,2025-03-03T09:50:04,2025-03-03T09:50:19,S037,12
T193,2025-03-03T09:20:00,2025-03-03T09:20:24,S037,1
T193,2025-03-03T09:25:30,2025-03-03T09:25:57,S038,2
T193,2025-03-03T09:30:34,2025-03-03T09:31:05,S039,3
T193,2025-03-03T09:34:48,2025-03-03T09:35:11,S040,4
T193,2025-03-03T09:38:28,2025-03-03T09:38:58,S041,5
T193,2025-03-03T09:43:05,2025-03-03T09:43:22,S042,6
T193,2025-03-03T09:47:48,2025-03-03T09:48:32,S043,7
T193,2025-03-03T09:52:33,2025-03-03T09:53:10,S044,8
T193,2025-03-03T09:58:29,2025-03-03T09:59:12,S045,9
T193,2025-03-03T10:04:01,2025-03-03T10:04:32,S046,10
T193,2025-03-03T10:08:50,2025-03-03T10:09:34,S047,11
T193,2025-03-03T10:12:44,2025-03-03T10:13:22,S048,12
T199,2025-03-03T06:43:00,2025-03-03T06:43:34,S049,1
T199,2025-03-03T06:47:59,2025-03-03T06:48:42,S050,2
T199,2025-03-03T06:53:20,2025-03-03T06:53:52,S051,3
T199,2025-03-03T06:56:50,2025-03-03T06:57:32,S052,4
T199,2025-03-03T07:01:02,2025-03-03T07:01:44,S053,5
T199,2025-03-03T07:04:47,2025-03-03T07:05:18,S054,6
T199,2025-03-03T07:08:57,2025-03-03T07:09:41,S055,7
T199,2025-03-03T07:14:13,2025-03-03T07:14:55,S056,8
T199,2025-03-03T07:17:32,2025-03-03T07:17:50,S057,9
T199,2025-03-03T07:21:27,2025-03-03T07:22:03,S058,10
T199,2025-03-03T07:24:42,2025-03-03T07:25:24,S059,11
T199,2025-03-03T07:29:45,2025-03-03T07:30:26,S060,12
T200,2025-03-03T07:03:00,2025-03-03T07:03:30,S060,1
T200,2025-03-03T07:08:57,2025-03-03T07:09:36,S059,2
T200,2025-03-03T07:13:09,2025-03-03T07:13:35,S058,3
T200,2025-03-03T07:19:08,2025-03-03T07:19:24,S057,4
T200,2025-03-03T07:22:38,2025-03-03T07:23:13,S056,5
T200,2025-03-03T07:27:16,2025-03-03T07:27:47,S055,6
T200,2025-03-03T07:30:57,2025-03-03T07:31:36,S054,7
T200,2025-03-03T07:36:14,2025-03-03T07:36:46,S053,8
T200,2025-03-03T07:40:57,2025-03-03T07:41:36,S052,9
T200,2025-03-03T07:46:38,2025-03-03T07:47:02,S051,10
T200,2025-03-03T07:51:52,2025-03-03T07:52:31,S050,11
T200,2025-03-03T07:57:12,2025-03-03T07:57:33,S049,12
T201,2025-03-03T07:23:00,2025-03-03T07:23:41,S049,1
T201,2025-03-03T07:28:55,2025-03-03T07:29:23,S050,2
T201,2025-03-03T07:34:14,2025-03-03T07:34:32,S051,3
T201,2025-03-03T07:38:54,2025-03-03T07:39:16,S052,4
T201,2025-03-03T07:42:51,2025-03-03T07:43:26,S053,5
T201,2025-03-03T07:47:53,2025-03-03T07:48:14,S054,6
T201,2025-03-03T07:52:41,2025-03-03T07:53:09,S055,7
T201,2025-03-03T07:56:55,2025-03-03T07:57:30,S056,8
T201,2025-03-03T08:01:33,2025-03-03T08:02:05,S057,9
T201,2025-03-03T08:06:06,2025-03-03T08:06:27,S058,10
T201,2025-03-03T08:11:01,2025-03-03T08:11:32,S059,11
T201,2025-03-03T08:15:07,2025-03-03T08:15:51,S060,12
T202,2025-03-03T07:39:00,2025-03-03T07:39:20,S060,1
T202,2025-03-03T07:44:27,2025-03-03T07:44:49,S059,2
T202,2025-03-03T07:48:27,2025-03-03T07:49:11,S058,3
T202,2025-03-03T07:52:39,2025-03-03T07:53:05,S057,4
T202,2025-03-03T07:57:24,2025-03-03T07:58:08,S056,5
T202,2025-03-03T08:03:00,2025-03-03T08:03:22,S055,6
T202,2025-03-03T08:08:50,2025-03-03T08:09:28,S054,7
T202,2025-03-03T08:13:09,2025-03-03T08:13:36,S053,8
T202,2025-03-03T08:18:18,2025-03-03T08:19:02,S052,9
T202,2025-03-03T08:22:50,2025-03-03T08:23:29,S051,10
T202,2025-03-03T08:26:51,2025-03-03T08:27:11,S050,11
T202,2025-03-03T08:32:02,2025-03-03T08:32:25,S049,12
T203,2025-03-03T07:59:00,2025-03-03T07:59:19,S049,1
T203,2025-03-03T08:02:51,2025-03-03T08:03:13,S050,2
T203,2025-03-03T08:07:17,2025-03-03T08:07:38,S051,3
T203,2025-03-03T08:10:59,2025-03-03T08:11:41,S052,4
T203,2025-03-03T08:16:24,2025-03-03T08:16:58,S053,5
T203,2025-03-03T08:21:01,2025-03-03T08:21:31,S054,6
T203,2025-03-03T08:26:33,2025-03-03T08:27:17,S055,7
T203,2025-03-03T08:32:15,2025-03-03T08:32:43,S056,8
T203,2025-03-03T08:37:26,2025-03-03T08:38:01,S057,9
T203,2025-03-03T08:42:01,2025-03-03T08:42:33,S058,10
T203,2025-03-03T08:47:58,2025-03-03T08:48:35,S059,11
T203,2025-03-03T08:54:07,2025-03-03T08:54:25,S060,12
T204,2025-03-03T08:21:00,2025-03-03T08:21:17,S060,1
T204,2025-03-03T08:25:51,2025-03-03T08:26:33,S059,2
T204,2025-03-03T08:30:52,2025-03-03T08:31:19,S058,3
T204,2025-03-03T08:36:37,2025-03-03T08:37:13,S057,4
T204,2025-03-03T08:41:42,2025-03-03T08:42:02,S056,5
T204,2025-03-03T08:46:28,2025-03-03T08:46:48,S055,6
T204,2025-03-03T08:51:06,2025-03-03T08:51:27,S054,7
T204,2025-03-03T08:56:39,2025-03-03T08:57:21,S053,8
T204,2025-03-03T09:02:54,2025-03-03T09:03:16,S052,9
T204,2025-03-03T09:07:42,2025-03-03T09:08:08,S051,10
T204,2025-03-03T09:12:59,2025-03-03T09:13:38,S050,11
T204,2025-03-03T09:17:17,2025-03-03T09:17:33,S049,12
T205,2025-03-03T08:37:00,2025-03-03T08:37:37,S049,1
T205,2025-03-03T08:41:48,2025-03-03T08:42:10,S050,2
T205,2025-03-03T08:47:23,2025-03-03T08:47:51,S051,3
T205,2025-03-03T08:51:38,2025-03-03T08:52:16,S052,4
T205,2025-03-03T08:55:55,2025-03-03T08:56:20,S053,5
T205,2025-03-03T09:00:25,2025-03-03T09:00:53,S054,6
T205,2025-03-03T09:04:50,2025-03-03T09:05:12,S055,7
T205,2025-03-03T09:09:31,2025-03-03T09:10:11,S056,8
T205,2025-03-03T09:15:08,2025-03-03T09:15:52,S057,9
T205,2025-03-03T09:20:00,2025-03-03T09:20:27,S058,10
T205,2025-03-03T09:25:45,2025-03-03T09:26:15,S059,11
T205,2025-03-03T09:30:27,2025-03-03T09:30:56,S060,12
T206,2025-03-03T09:03:00,2025-03-03T09:03:44,S060,1
T206,2025-03-03T09:07:36,2025-03-03T09:08:04,S059,2
T206,2025-03-03T09:13:30,2025-03-03T09:13:52,S058,3
T206,2025-03-03T09:19:20,2025-03-03T09:19:48,S057,4
T206,2025-03-03T09:24:20,2025-03-03T09:24:54,S056,5
T206,2025-03-03T09:28:43,2025-03-03T09:28:58,S055,6
T206,2025-03-03T09:32:46,2025-03-03T09:33:13,S054,7
T206,2025-03-03T09:36:49,2025-03-03T09:37:16,S053,8
T206,2025-03-03T09:41:38,2025-03-03T09:42:22,S052,9
T206,2025-03-03T09:46:56,2025-03-03T09:47:15,S051,10
T206,2025-03-03T09:52:43,2025-03-03T09:52:58,S050,11
T206,2025-03-03T09:58:00,2025-03-03T09:58:33,S049,12
T207,2025-03-03T09:20:00,2025-03-03T09:20:25,S049,1
T207,2025-03-03T09:24:36,2025-03-03T09:24:54,S050,2
T207,2025-03-03T09:29:32,2025-03-03T09:30:04,S051,3
T207,2025-03-03T09:33:48,2025-03-03T09:34:15,S052,4
T207,2025-03-03T09:38:36,2025-03-03T09:38:51,S053,5
T207,2025-03-03T09:43:07,2025-03-03T09:43:37,S054,6
T207,2025-03-03T09:47:47,2025-03-03T09:48:05,S055,7
T207,2025-03-03T09:53:34,2025-03-03T09:54:16,S056,8
T207,2025-03-03T09:58:33,2025-03-03T09:58:54,S057,9
T207,2025-03-03T10:03:35,2025-03-03T10:03:53,S058,10
T207,2025-03-03T10:08:20,2025-03-03T10:09:01,S059,11
T207,2025-03-03T10:13:28,2025-03-03T10:13:55,S060,12
T214,2025-03-03T06:58:00,2025-03-03T06:58:41,S012,1
T214,2025-03-03T07:03:38,2025-03-03T07:04:14,S011,2
T214,2025-03-03T07:07:53,2025-03-03T07:08:27,S010,3
T214,2025-03-03T07:13:24,2025-03-03T07:14:06,S009,4
T214,2025-03-03T07:18:16,2025-03-03T07:18:35,S008,5
T214,2025-03-03T07:23:03,2025-03-03T07:23:43,S007,6
T214,2025-03-03T07:26:44,2025-03-03T07:27:22,S006,7
T214,2025-03-03T07:31:46,2025-03-03T07:32:13,S005,8
T214,2025-03-03T07:36:18,2025-03-03T07:36:50,S004,9
T214,2025-03-03T07:40:19,2025-03-03T07:40:54,S003,10
T214,2025-03-03T07:44:04,2025-03-03T07:44:41,S002,11
T214,2025-03-03T07:49:34,2025-03-03T07:50:15,S001,12
T215,2025-03-03T07:21:00,2025-03-03T07:21:20,S001,1
T215,2025-03-03T07:26:50,2025-03-03T07:27:12,S002,2
T215,2025-03-03T07:32:00,2025-03-03T07:32:19,S003,3
T215,2025-03-03T07:37:38,2025-03-03T07:38:03,S004,4
T215,2025-03-03T07:41:56,2025-03-03T07:42:26,S005,5
T215,2025-03-03T07:45:55,2025-03-03T07:46:25,S006,6
T215,2025-03-03T07:50:42,2025-03-03T07:50:57,S007,7
T215,2025-03-03T07:55:36,2025-03-03T07:56:10,S008,8
T215,2025-03-03T08:00:34,2025-03-03T08:01:04,S009,9
T215,2025-03-03T08:04:11,2025-03-03T08:04:28,S010,10
T215,2025-03-03T08:07:48,2025-03-03T08:08:19,S011,11
T215,2025-03-03T08:12:13,2025-03-03T08:12:56,S012,12
T216,2025-03-03T07:40:00,2025-03-03T07:40:19,S012,1
T216,2025-03-03T07:45:15,2025-03-03T07:45:57,S011,2
T216,2025-03-03T07:49:53,2025-03-03T07:50:29,S010,3
T216,2025-03-03T07:55:14,2025-03-03T07:55:32,S009,4
T216,2025-03-03T07:59:55,2025-03-03T08:00:38,S008,5
T216,2025-03-03T08:04:57,2025-03-03T08:05:13,S007,6
T216,2025-03-03T08:09:10,2025-03-03T08:09:43,S006,7
T216,2025-03-03T08:14:44,2025-03-03T08:15:27,S005,8
T216,2025-03-03T08:18:59,2025-03-03T08:19:37,S004,9
T216,2025-03-03T08:23:54,2025-03-03T08:24:33,S003,10
T216,2025-03-03T08:29:31,2025-03-03T08:30:02,S002,11
T216,2025-03-03T08:33:59,2025-03-03T08:34:26,S001,12
T217,2025-03-03T08:00:00,2025-03-03T08:00:30,S001,1
T217,2025-03-03T08:05:53,2025-03-03T08:06:29,S002,2
T217,2025-03-03T08:10:42,2025-03-03T08:11:18,S003,3
T217,2025-03-03T08:15:05,2025-03-03T08:15:46,S004,4
T217,2025-03-03T08:19:06,2025-03-03T08:19:33,S005,5
T217,2025-03-03T08:25:06,2025-03-03T08:25:50,S006,6
T217,2025-03-03T08:29:59,2025-03-03T08:30:42,S007,7
T217,2025-03-03T08:35:30,2025-03-03T08:36:01,S008,8
T217,2025-03-03T08:40:56,2025-03-03T08:41:33,S009,9
T217,2025-03-03T08:44:43,2025-03-03T08:45:17,S010,10
T217,2025-03-03T08:48:36,2025-03-03T08:49:13,S011,11
T217,2025-03-03T08:53:47,2025-03-03T08:54:24,S012,12
T218,2025-03-03T08:21:00,2025-03-03T08:21:43,S012,1
T218,2025-03-03T08:25:14,2025-03-03T08:25:46,S011,2
T218,2025-03-03T08:30:44,2025-03-03T08:31:18,S010,3
T218,2025-03-03T08:36:23,2025-03-03T08:36:51,S009,4
T218,2025-03-03T08:40:21,2025-03-03T08:41:05,S008,5
T218,2025-03-03T08:45:35,2025-03-03T08:46:14,S007,6
T218,2025-03-03T08:51:24,2025-03-03T08:51:57,S006,7
T218,2025-03-03T08:56:25,2025-03-03T08:56:45,S005,8
T218,2025-03-03T09:01:41,2025-03-03T09:02:01,S004,9
T218,2025-03-03T09:06:44,2025-03-03T09:07:10,S003,10
T218,2025-03-03T09:11:07,2025-03-03T09:11:38,S002,11
T218,2025-03-03T09:15:06,2025-03-03T09:15:31,S001,12
T219,2025-03-03T08:37:00,2025-03-03T08:37:41,S001,1
T219,2025-03-03T08:42:43,2025-03-03T08:43:08,S002,2
T219,2025-03-03T08:47:07,2025-03-03T08:47:48,S003,3
T219,2025-03-03T08:51:22,2025-03-03T08:51:57,S004,4
T219,2025-03-03T08:55:41,2025-03-03T08:56:25,S005,5
T219,2025-03-03T08:59:36,2025-03-03T09:00:08,S006,6
T219,2025-03-03T09:05:19,2025-03-03T09:05:56,S007,7
T219,2025-03-03T09:09:26,2025-03-03T09:09:59,S008,8
T219,2025-03-03T09:14:39,2025-03-03T09:15:07,S009,9
T219,2025-03-03T09:18:50,2025-03-03T09:19:21,S010,10
T219,2025-03-03T09:24:02,2025-03-03T09:24:43,S011,11
T219,2025-03-03T09:29:04,2025-03-03T09:29:47,S012,12
T220,2025-03-03T09:02:00,2025-03-03T09:02:21,S012,1
T220,2025-03-03T09:06:35,2025-03-03T09:06:53,S011,2
T220,2025-03-03T09:11:56,2025-03-03T09:12:35,S010,3
T220,2025-03-03T09:16:08,2025-03-03T09:16:36,S009,4
T220,2025-03-03T09:22:05,2025-03-03T09:22:25,S008,5
T220,2025-03-03T09:26:19,2025-03-03T09:26:41,S007,6
T220,2025-03-03T09:30:21,2025-03-03T09:30:40,S006,7
T220,2025-03-03T09:34:48,2025-03-03T09:35:18,S005,8
T220,2025-03-03T09:38:59,2025-03-03T09:39:16,S004,9
T220,2025-03-03T09:43:58,2025-03-03T09:44:28,S003,10
T220,2025-03-03T09:49:18,2025-03-03T09:49:41,S002,11
T220,2025-03-03T09:53:41,2025-03-03T09:54:16,S001,12
T221,2025-03-03T09:21:00,2025-03-03T09:21:24,S001,1
T221,2025-03-03T09:26:12,2025-03-03T09:26:39,S002,2
T221,2025-03-03T09:30:33,2025-03-03T09:30:55,S003,3
T221,2025-03-03T09:35:41,2025-03-03T09:36:04,S004,4
T221,2025-03-03T09:41:22,2025-03-03T09:41:52,S005,5
T221,2025-03-03T09:46:11,2025-03-03T09:46:27,S006,6
T221,2025-03-03T09:50:02,2025-03-03T09:50:43,S007,7
T221,2025-03-03T09:55:00,2025-03-03T09:55:41,S008,8
T221,2025-03-03T09:59:40,2025-03-03T10:00:22,S009,9
T221,2025-03-03T10:05:19,2025-03-03T10:05:37,S010,10
T221,2025-03-03T10:09:34,2025-03-03T10:10:01,S011,11
T221,2025-03-03T10:14:13,2025-03-03T10:14:48,S012,12
T228,2025-03-03T07:03:00,2025-03-03T07:03:40,S024,1
T228,2025-03-03T07:07:03,2025-03-03T07:07:34,S023,2
T228,2025-03-03T07:11:43,2025-03-03T07:12:26,S022,3
T228,2025-03-03T07:18:01,2025-03-03T07:18:31,S021,4
T228,2025-03-03T07:22:21,2025-03-03T07:22:57,S020,5
T228,2025-03-03T07:27:32,2025-03-03T07:28:16,S019,6
T228,2025-03-03T07:31:35,2025-03-03T07:32:17,S018,7
T228,2025-03-03T07:35:31,2025-03-03T07:36:04,S017,8
T228,2025-03-03T07:41:26,2025-03-03T07:42:07,S016,9
T228,2025-03-03T07:45:31,2025-03-03T07:46:11,S015,10
T228,2025-03-03T07:50:37,2025-03-03T07:50:54,S014,11
T228,2025-03-03T07:54:02,2025-03-03T07:54:41,S013,12
T229,2025-03-03T07:21:00,2025-03-03T07:21:23,S013,1
T229,2025-03-03T07:25:49,2025-03-03T07:26:13,S014,2
T229,2025-03-03T07:30:33,2025-03-03T07:31:00,S015,3
T229,2025-03-03T07:34:47,2025-03-03T07:35:22,S016,4
T229,2025-03-03T07:40:21,2025-03-03T07:40:46,S017,5
T229,2025-03-03T07:44:22,2025-03-03T07:44:46,S018,6
T229,2025-03-03T07:47:52,2025-03-03T07:48:21,S019,7
T229,2025-03-03T07:51:28,2025-03-03T07:52:08,S020,8
T229,2025-03-03T07:57:13,2025-03-03T07:57:46,S021,9
T229,2025-03-03T08:03:20,2025-03-03T08:03:52,S022,10
T229,2025-03-03T08:09:05,2025-03-03T08:09:34,S023,11
T229,2025-03-03T08:13:37,2025-03-03T08:14:18,S024,12
T230,2025-03-03T07:38:00,2025-03-03T07:38:38,S024,1
T230,2025-03-03T07:42:43,2025-03-03T07:43:19,S023,2
T230,2025-03-03T07:47:45,2025-03-03T07:48:08,S022,3
T230,2025-03-03T07:52:21,2025-03-03T07:53:00,S021,4
T230,2025-03-03T07:57:05,2025-03-03T07:57:20,S020,5
T230,2025-03-03T08:02:52,2025-03-03T08:03:27,S019,6
T230,2025-03-03T08:07:03,2025-03-03T08:07:40,S018,7
T230,2025-03-03T08:12:19,2025-03-03T08:12:42,S017,8
T230,2025-03-03T08:18:16,2025-03-03T08:18:57,S016,9
T230,2025-03-03T08:23:13,2025-03-03T08:23:54,S015,10
T230,2025-03-03T08:28:34,2025-03-03T08:29:13,S014,11
T230,2025-03-03T08:33:13,2025-03-03T08:33:57,S013,12
T231,2025-03-03T08:01:00,2025-03-03T08:01:40,S013,1
T231,2025-03-03T08:05:45,2025-03-03T08:06:01,S014,2
T231,2025-03-03T08:09:17,2025-03-03T08:09:48,S015,3
T231,2025-03-03T08:14:20,2025-03-03T08:14:55,S016,4
T231,2025-03-03T08:19:58,2025-03-03T08:20:19,S017,5
T231,2025-03-03T08:25:12,2025-03-03T08:25:39,S018,6
T231,2025-03-03T08:31:13,2025-03-03T08:31:43,S019,7
T231,2025-03-03T08:35:10,2025-03-03T08:35:48,S020,8
